DEPT_CODE,DEPT_NAME,MUNI_CODE,MUNI_NAME,MUNI_LON,MUNI_LAT,DEPT_LON,DEPT_LAT
86,PUTUMAYO,86219,COLÓN,-76.972566,1.190133,-75.51406183,0.3673031
86,PUTUMAYO,86320,ORITO,-76.873276,0.663593,-75.51406183,0.3673031
86,PUTUMAYO,86568,PUERTO ASÍS,-76.496887,0.505627,-75.51406183,0.3673031
86,PUTUMAYO,86569,PUERTO CAICEDO,-76.606118,0.687784,-75.51406183,0.3673031
86,PUTUMAYO,86571,PUERTO GUZMÁN,-76.407663,0.962854,-75.51406183,0.3673031
86,PUTUMAYO,86573,PUERTO LEGUÍZAMO,-74.781842,-0.192318,-75.51406183,0.3673031
86,PUTUMAYO,86749,SIBUNDOY,-76.917814,1.20026,-75.51406183,0.3673031
86,PUTUMAYO,86755,SAN FRANCISCO,-76.879283,1.174194,-75.51406183,0.3673031
86,PUTUMAYO,86757,SAN MIGUEL,-76.91217,0.34346,-75.51406183,0.3673031
86,PUTUMAYO,86760,SANTIAGO,-77.002641,1.147076,-75.51406183,0.3673031
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,-76.906751,0.423506,-75.51406183,0.3673031
86,PUTUMAYO,86885,VILLAGARZÓN,-76.61721,1.028821,-75.51406183,0.3673031
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88001,SAN ANDRÉS,-81.707181,12.578108,-81.71762382,12.54311512
88,"ARCHIPIÉLAGO DE SAN ANDRÉS, PROVIDENCIA Y SANTA CATALINA",88564,PROVIDENCIA,-81.368386,13.373185,-81.71762382,12.54311512
91,AMAZONAS,91001,LETICIA,-69.941721,-4.19895,-71.50212858,-1.54622768
91,AMAZONAS,91263,EL ENCANTO,-73.207114,-1.74806,-71.50212858,-1.54622768
91,AMAZONAS,91405,LA CHORRERA,-72.791889,-1.442617,-71.50212858,-1.54622768
91,AMAZONAS,91407,LA PEDRERA,-69.585499,-1.320301,-71.50212858,-1.54622768
91,AMAZONAS,91430,LA VICTORIA,-71.223208,0.054936,-71.50212858,-1.54622768
91,AMAZONAS,91460,MIRITÍ - PARANÁ,-70.98893,-0.888833,-71.50212858,-1.54622768
91,AMAZONAS,91530,PUERTO ALEGRÍA,-74.014461,-1.005674,-71.50212858,-1.54622768
91,AMAZONAS,91536,PUERTO ARICA,-71.752186,-2.147039,-71.50212858,-1.54622768
91,AMAZONAS,91540,PUERTO NARIÑO,-70.364937,-3.779934,-71.50212858,-1.54622768
91,AMAZONAS,91669,PUERTO SANTANDER,-72.384213,-0.621184,-71.50212858,-1.54622768
91,AMAZONAS,91798,TARAPACÁ,-69.741745,-2.890126,-71.50212858,-1.54622768
94,GUAINÍA,94001,INÍRIDA,-67.918613,3.866764,-68.81661272,2.727842865
94,GUAINÍA,94343,BARRANCOMINAS,-69.814066,3.494178,-68.81661272,2.727842865
94,GUAINÍA,94883,SAN FELIPE,-67.067848,1.912495,-68.81661272,2.727842865
94,GUAINÍA,94884,PUERTO COLOMBIA,-67.566774,2.726438,-68.81661272,2.727842865
94,GUAINÍA,94885,LA GUADALUPE,-66.963692,1.632464,-68.81661272,2.727842865
94,GUAINÍA,94886,CACAHUAL,-67.413312,3.52617,-68.81661272,2.727842865
94,GUAINÍA,94887,PANA PANA,-69.0099,1.865668,-68.81661272,2.727842865
94,GUAINÍA,94888,MORICHAL,-69.919404,2.265132,-68.81661272,2.727842865
95,GUAVIARE,95001,SAN JOSÉ DEL GUAVIARE,-72.639254,2.565932,-72.12859569,1.924531973
95,GUAVIARE,95015,CALAMAR,-72.655197,1.960982,-72.12859569,1.924531973
95,GUAVIARE,95025,EL RETORNO,-72.627304,2.330164,-72.12859569,1.924531973
95,GUAVIARE,95200,MIRAFLORES,-71.950416,1.337539,-72.12859569,1.924531973
97,VAUPÉS,97001,MITÚ,-70.232641,1.253151,-70.56140566,0.64624561
97,VAUPÉS,97161,CARURÚ,-71.30221,1.016116,-70.56140566,0.64624561
97,VAUPÉS,97511,PACOA,-71.004339,0.020698,-70.56140566,0.64624561
97,VAUPÉS,97666,TARAIRA,-69.635497,-0.564984,-70.56140566,0.64624561
97,VAUPÉS,97777,PAPUNAHUA,-70.76091,1.908124,-70.56140566,0.64624561
97,VAUPÉS,97889,YAVARATÉ,-69.203337,0.609142,-70.56140566,0.64624561
99,VICHADA,99001,PUERTO CARREÑO,-67.487095,6.186636,-69.41400011,4.713557125
99,VICHADA,99524,LA PRIMAVERA,-70.410515,5.486309,-69.41400011,4.713557125
99,VICHADA,99624,SANTA ROSALÍA,-70.859499,5.136393,-69.41400011,4.713557125
99,VICHADA,99773,CUMARIBO,-69.795533,4.446352,-69.41400011,4.713557125
